cust_id,name,tier,email,phone,card_last4,ssn_hash,location,household_id,tenure_months,annual_spend_usd,preferred_channel,digital_affinity,support_dependence,patience,spend_propensity,travel_intensity,n_journeys,n_events,churned_30d,churn_probability,risk_segment
CUST_PREMIUM_001760,Chloe Banerjee,Gold,c.banerjee@capital-demo.org,+1 (416) 404-1521,4388,e863ffcd5a,"Toronto, Canada",HH_SINGLE_000759,82,5444.94,web,0.5436,0.2652,0.3934,0.5484,0.4204,5,10,False,0.187,low
CUST_PREMIUM_001761,Ravi White,Gold,ravi.white81@capital-demo.org,+1 (415) 353-9440,9995,a93f10f58b,"San Francisco, CA",HH_SINGLE_000760,26,6330.68,app,0.4338,0.3295,0.345,0.4661,0.3692,2,4,False,0.0982,low
CUST_PREMIUM_001762,Zoe Morgan,Green,zoe.morgan82@orchardmail.com,+1 (305) 412-7359,9969,0a7a9ac1be,"Miami, FL",HH_SINGLE_000761,29,16410.76,in_person,0.4854,0.5473,0.4051,0.3351,0.3349,1,1,False,0.1173,low
CUST_PREMIUM_001763,Priya Baker,Green,priya.baker83@vectorlabs.co,+1 (212) 394-5278,6393,02d9a0eb61,"New York, NY",HH_SINGLE_000762,4,11009.42,app,0.745,0.9695,0.0597,0.8973,0.9271,3,8,False,0.3035,medium
CUST_PREMIUM_001764,Aarav Rivera,Green,a.rivera@capital-demo.org,+1 (415) 464-3197,8820,73142698e0,"San Francisco, CA",HH_SINGLE_000763,99,6108.49,app,0.3498,0.5323,0.1688,0.5997,0.2738,7,16,True,0.6765,high
CUST_PREMIUM_001765,Aditi Anderson,Platinum,aditi.anderson85@capital-demo.org,+1 (212) 468-1116,3349,7a19e81569,"New York, NY",HH_SINGLE_000764,77,33856.49,app,0.6866,0.4397,0.4003,0.5014,0.3118,5,14,False,0.2855,medium
CUST_PREMIUM_001766,Charlotte Davis,Green,charlottedavis@summitmail.net,+1 (650) 637-9035,0398,53c141f2f5,Singapore,HH_SINGLE_000765,100,9616.09,call_center,0.3637,0.6645,0.3088,0.6247,0.2599,2,3,False,0.0397,low
CUST_PREMIUM_001767,Alejandro Ahmed,Gold,alejandro.ahmed@harbor.example,+1 (310) 553-6954,3058,11a18453bb,"Los Angeles, CA",HH_SINGLE_000766,33,9287.76,in_person,0.7206,0.5935,0.1646,0.4364,0.4869,8,20,False,0.5605,high
CUST_PREMIUM_001768,Lucas Shah,Platinum,lucasshah@example.com,+1 (212) 579-4873,6245,08a9b50411,"New York, NY",HH_SINGLE_000767,45,28552.81,app,0.8152,0.1193,0.5833,0.2814,0.215,9,15,False,0.1173,low
CUST_PREMIUM_001769,Yuki Campbell,Green,campbell.yuki@harbor.example,+1 (206) 682-2792,7957,cfc737c4ee,"Seattle, WA",HH_00256,24,5884.69,app,0.4692,0.3491,0.4016,0.5405,0.4386,13,23,True,0.5468,high
CUST_PREMIUM_001770,Chloe Walker,Gold,chloewalker@bluepeak.co,+1 (202) 752-0711,0703,d9645e962d,"Washington, DC",HH_SINGLE_000769,31,9360.65,app,0.3133,0.5075,0.1694,0.3788,0.6435,4,5,False,0.1064,low
CUST_PREMIUM_001771,Charlotte Evans,Gold,charlotte.evans@example.com,+1 (202) 789-8630,7936,b012a06c13,"Washington, DC",HH_SINGLE_000770,20,19764.01,call_center,0.2442,0.7185,0.1137,0.7979,0.396,2,5,False,0.2861,medium
CUST_PREMIUM_001772,Daniel Wang,Gold,danielwang@harbor.example,+1 (310) 738-6549,0717,1f3d342544,"Los Angeles, CA",HH_SINGLE_000771,53,8979.48,call_center,0.6002,0.0377,0.8815,0.1161,0.1839,5,7,False,0.0328,low
CUST_PREMIUM_001773,Samuel Hernandez,Platinum,samuel.hernandez93@example.com,+1 (206) 830-4468,7710,523888a3ef,"Seattle, WA",HH_SINGLE_000772,73,18932.0,web,0.5048,0.1055,0.541,0.1214,0.7195,9,18,False,0.233,medium
CUST_PREMIUM_001774,Dev Nguyen,Gold,devnguyen@vectorlabs.co,+1 (206) 867-2387,5389,ce0196b197,"Seattle, WA",HH_SINGLE_000773,148,12938.55,web,0.2064,0.679,0.7372,0.6584,0.4779,6,9,False,0.0437,low
CUST_PREMIUM_001775,Sophia Williams,Gold,williams.sophia@northstar.org,+1 (469) 303-0306,4317,73aa09fbfe,"Tokyo, Japan",HH_SINGLE_000774,74,28375.04,call_center,0.3543,0.9947,0.0709,0.1472,0.0179,1,2,False,0.1184,low
CUST_PREMIUM_001776,Jack Martin,Gold,j.martin@harbor.example,+1 (305) 230-8225,7644,0c2ddd5099,"Miami, FL",HH_SINGLE_000775,28,3639.29,app,0.6017,0.8556,0.2951,0.8836,0.638,4,6,False,0.1829,low
CUST_PREMIUM_001777,Ananya Fernandez,Gold,ananya.fernandez@example.com,+1 (404) 300-6144,7705,45aff5ca7b,"Atlanta, GA",HH_SINGLE_000776,19,24805.9,call_center,0.7704,0.5123,0.3387,0.903,0.5503,7,17,True,0.3874,medium
CUST_PREMIUM_001778,Kabir Rossi,Gold,kabirrossi@summitmail.net,+1 (212) 249-4063,1815,bcd83622da,"New York, NY",HH_SINGLE_000777,57,15689.55,app,0.59,0.5487,0.6564,0.7837,0.912,4,5,False,0.0463,low
CUST_PREMIUM_001779,Theo Lewis,Gold,lewis.theo@capital-demo.org,+1 (312) 308-1982,3705,6faff71be3,"Chicago, IL",HH_SINGLE_000778,12,33505.57,call_center,0.5101,0.628,0.48,0.2009,0.7958,10,16,False,0.2567,medium
CUST_PREMIUM_001780,Leo Davis,Green,l.davis@northstar.org,+1 (305) 378-9901,9714,b0bfebddfc,"Miami, FL",HH_00259,94,5185.2,call_center,0.0053,0.9519,0.1184,0.0329,0.7391,3,4,False,0.126,low
CUST_PREMIUM_001781,Jack Martin,Green,martin.jack@atlasmail.net,+1 (305) 415-7820,0230,b34c10a6a3,"Miami, FL",HH_SINGLE_000780,50,5688.96,app,0.6078,0.8391,0.1043,0.0084,0.052,6,8,False,0.2304,medium
CUST_PREMIUM_001782,Grace Hernandez,Platinum,g.hernandez@summitmail.net,+1 (310) 408-5739,8683,6f16d5cdd7,"Los Angeles, CA",HH_SINGLE_000781,61,28562.11,app,0.1562,0.4524,0.4499,0.5211,0.1417,4,6,False,0.0567,low
CUST_PREMIUM_001783,Layla Lewis,Platinum,layla.lewis6@bluepeak.co,+1 (212) 434-3658,8790,9e7caf426a,"New York, NY",HH_00260,41,61106.84,web,0.4844,0.3338,0.6727,0.8017,0.6463,4,5,False,0.058,low
CUST_PREMIUM_001784,Arjun Baker,Green,arjun.baker@capital-demo.org,+1 (404) 559-1577,1613,b433a50674,"Atlanta, GA",HH_SINGLE_000783,26,2901.3,app,0.2005,0.0386,0.2839,0.3528,0.2621,3,5,False,0.1117,low
CUST_PREMIUM_001785,Emma Evans,Gold,emma.evans@atlasmail.net,+1 (214) 552-9496,6541,c7a19be54f,"Dallas, TX",HH_SINGLE_000784,74,21955.5,app,0.359,0.2518,0.8183,0.5446,0.1229,2,3,False,0.0754,low
CUST_PREMIUM_001786,Emma Chen,Green,emmachen@summitmail.net,+1 (212) 545-7415,5722,c2010feeb9,"New York, NY",HH_SINGLE_000785,113,3128.08,in_person,0.2809,0.3706,0.2028,0.1946,0.6026,3,6,False,0.198,low
CUST_PREMIUM_001787,Ravi Hernandez,Gold,ravihernandez@harbor.example,+1 (646) 692-5334,2769,e4df4950e8,"London, UK",HH_00262,74,12002.59,web,0.4989,0.2679,0.5892,0.2476,0.2515,5,10,False,0.1695,low
CUST_PREMIUM_001788,Aisha Murphy,Green,aisha.murphy@example.com,+1 (415) 652-3253,0446,c59104d45f,"San Francisco, CA",HH_00262,42,3455.03,call_center,0.3058,0.6173,0.8278,0.1596,0.4148,2,4,False,0.0811,low
CUST_PREMIUM_001789,Noah Hernandez,Green,noah.hernandez@example.com,+1 (650) 788-1172,1101,fad65b1257,Singapore,HH_SINGLE_000788,102,9103.03,app,0.679,0.8135,0.5219,0.2493,0.7367,1,1,False,0.0322,low
CUST_PREMIUM_001790,Zoe Hernandez,Green,z.hernandez@bluepeak.co,+1 (415) 726-9091,4820,d69958aff0,"San Francisco, CA",HH_00263,59,6578.91,web,0.8249,0.4533,0.4845,0.949,0.9003,6,10,True,0.1259,low
CUST_PREMIUM_001791,Arjun Roberts,Platinum,arjunroberts@capital-demo.org,+1 (305) 785-7010,9743,926933611e,"Miami, FL",HH_00263,27,54444.33,app,0.8281,0.2148,0.5977,0.515,0.3383,1,2,False,0.0376,low
CUST_PREMIUM_001792,Olivia Wilson,Gold,olivia.wilson@example.com,+1 (202) 866-4929,6714,7c9b7aab5a,"Washington, DC",HH_SINGLE_000791,46,7603.57,web,0.4553,0.1634,0.7756,0.5493,0.361,3,3,False,0.0217,low
CUST_PREMIUM_001793,Andre Turner,Platinum,a.turner@vectorlabs.co,+1 (212) 804-2848,6207,2f7c56409d,"New York, NY",HH_SINGLE_000792,51,24511.04,app,0.7439,0.7214,0.5649,0.5523,0.3898,14,22,False,0.4243,medium
CUST_PREMIUM_001794,Jonah Roberts,Gold,jonahroberts@atlasmail.net,+1 (650) 273-0767,0054,35b5ef3b93,Singapore,HH_SINGLE_000793,41,4552.61,web,0.5727,0.7589,0.9032,0.5161,0.9014,2,3,False,0.0444,low
CUST_PREMIUM_001795,Jasmine Lee,Platinum,j.lee@vectorlabs.co,+1 (212) 878-8686,2777,ff933fba8c,"New York, NY",HH_SINGLE_000794,164,34784.72,app,0.7811,0.2076,0.1983,0.5934,0.7254,4,8,False,0.1066,low
CUST_PREMIUM_001796,Ethan Taylor,Gold,ethantaylor@northstar.org,+1 (214) 259-6605,5447,298f29f37f,"Dallas, TX",HH_SINGLE_000795,66,5427.92,app,0.696,0.1703,0.7109,0.4681,0.1748,9,13,False,0.0826,low
CUST_PREMIUM_001797,Isabella Rossi,Green,isabella.rossi20@bluepeak.co,+1 (212) 252-4524,1546,bc843bd896,"New York, NY",HH_SINGLE_000796,64,11260.41,call_center,0.3983,0.5847,0.0968,0.2979,0.6457,10,21,True,0.5747,high
CUST_PREMIUM_001798,James Sterling,Platinum,j.sterling@example.com,+1 (718) 443-2443,3063,6581e73ff6,"Delhi, India",HH_SINGLE_000797,210,42352.89,call_center,0.9288,0.523,0.8556,0.5423,0.6724,7,10,False,0.0619,low
CUST_PREMIUM_001799,Isabella Kim,Green,isabella.kim22@vectorlabs.co,+1 (305) 381-0362,6983,eb6517558c,"Miami, FL",HH_SINGLE_000798,47,3738.92,app,0.6469,0.194,0.415,0.6173,0.3467,3,5,False,0.07,low
CUST_PREMIUM_001800,Sophia Smith,Platinum,smith.sophia@vectorlabs.co,+1 (214) 407-8281,4892,ffc9cc66f8,"Dallas, TX",HH_SINGLE_000799,30,25685.64,in_person,0.2159,0.9702,0.0069,0.5751,0.8726,14,24,True,0.6207,high
CUST_PREMIUM_001801,James Lewis,Gold,james.lewis24@vectorlabs.co,+1 (917) 543-6200,5156,64aacc7611,"Mumbai, India",HH_00266,69,7431.51,app,0.2201,0.392,0.412,0.3457,0.2384,6,11,False,0.1263,low
CUST_PREMIUM_001802,David Wright,Gold,wright.david@bluepeak.co,+1 (212) 437-4119,3645,2816c633df,"New York, NY",HH_00267,68,14297.7,web,0.6611,0.1722,0.8081,0.7898,0.4406,4,4,False,0.0204,low
CUST_PREMIUM_001803,Liam Martin,Platinum,liam.martin26@northstar.org,+1 (312) 496-2038,7791,40c23035ab,"Chicago, IL",HH_SINGLE_000802,25,67822.11,app,0.9939,0.0003,0.9467,0.1115,0.0386,6,12,True,0.0997,low
CUST_PREMIUM_001804,Nora Kim,Gold,n.kim@bluepeak.co,+1 (310) 522-9957,9443,1515841d27,"Los Angeles, CA",HH_SINGLE_000803,117,5969.35,app,0.5987,0.0856,0.6784,0.1422,0.0776,10,17,False,0.2318,medium
CUST_PREMIUM_001805,Diego Moore,Green,moore.diego@harbor.example,+1 (212) 548-7876,2713,14fccf4496,"New York, NY",HH_SINGLE_000804,140,10628.56,call_center,0.4505,0.4816,0.231,0.3692,0.5885,3,6,False,0.1364,low
CUST_PREMIUM_001806,Emma Thomas,Platinum,emmathomas@orchardmail.com,+1 (214) 629-5795,2999,78fa643174,"Dallas, TX",HH_SINGLE_000805,20,134076.1,in_person,0.4895,0.6825,0.1036,0.4707,0.3912,5,10,True,0.1429,low
CUST_PREMIUM_001807,Liam Williams,Platinum,liam.williams@orchardmail.com,+1 (415) 655-3714,8681,5ba473c79d,"San Francisco, CA",HH_SINGLE_000806,106,63814.01,web,0.9631,0.4446,0.7156,0.492,0.4929,7,10,False,0.0469,low
CUST_PREMIUM_001808,Isla Shah,Gold,i.shah@example.com,+1 (212) 659-1633,9643,df1bc0e674,"New York, NY",HH_SINGLE_000807,7,51772.05,web,0.4104,0.6689,0.6836,0.3807,0.4239,4,4,False,0.0258,low
CUST_PREMIUM_001809,Harper Martin,Green,martin.harper@northstar.org,+1 (617) 773-9552,1572,2c90b23b7b,"Boston, MA",HH_SINGLE_000808,37,5405.77,in_person,0.5892,0.9774,0.3751,0.3837,0.8432,8,17,True,0.556,high
CUST_PREMIUM_001810,Benjamin Kim,Gold,benjamin.kim@vectorlabs.co,+1 (212) 733-7471,0232,a1326960e6,"New York, NY",HH_00269,93,70760.39,web,0.2706,0.6192,0.1718,0.3148,0.6121,2,4,False,0.2179,medium
CUST_PREMIUM_001811,Liam Thompson,Platinum,thompson.liam@atlasmail.net,+1 (617) 847-5390,8654,8cdaba5aa3,"Boston, MA",HH_SINGLE_000810,137,64242.11,app,0.4216,0.3214,0.6448,0.4384,0.4635,8,12,False,0.1251,low
CUST_PREMIUM_001812,James Gupta,Platinum,j.gupta@northstar.org,+1 (212) 807-3309,3775,ea0a642d92,"New York, NY",HH_SINGLE_000811,60,30499.92,app,0.7261,0.3026,0.6982,0.3705,0.2358,5,10,False,0.081,low
CUST_PREMIUM_001813,Kai Nguyen,Green,kai.nguyen@atlasmail.net,+1 (416) 265-1228,3175,dafecd6868,"Toronto, Canada",HH_SINGLE_000812,19,2952.59,call_center,0.2574,0.0646,0.2344,0.0328,0.0119,3,3,False,0.0335,low
CUST_PREMIUM_001814,Jonah Lopez,Green,jonahlopez@atlasmail.net,+1 (617) 258-9147,1411,f6f6892ea7,"Boston, MA",HH_SINGLE_000813,82,9677.62,web,0.1093,0.5554,0.5986,0.3242,0.6453,3,4,False,0.0694,low
CUST_PREMIUM_001815,Noah Adams,Gold,noahadams@capital-demo.org,+1 (416) 339-7066,9279,6081ac7d28,"Toronto, Canada",HH_SINGLE_000814,71,49775.3,web,0.5703,0.6448,0.4532,0.6972,0.6617,1,1,False,0.1349,low
CUST_PREMIUM_001816,Rafael Ahmed,Green,r.ahmed@northstar.org,+1 (404) 343-4985,2672,2f024afaa7,"Atlanta, GA",HH_SINGLE_000815,88,2144.81,app,0.8454,0.3085,0.4253,0.796,0.3152,3,4,False,0.1048,low
CUST_PREMIUM_001817,Diego Turner,Gold,diego.turner@harbor.example,+1 (416) 413-2904,3412,7af881e5ab,"Toronto, Canada",HH_00272,124,15114.45,app,0.5446,0.5038,0.3777,0.4518,0.2943,1,2,False,0.0731,low
CUST_PREMIUM_001818,Akira Carter,Platinum,akira.carter41@orchardmail.com,+1 (212) 329-0823,3118,ddc10ce8a9,"New York, NY",HH_SINGLE_000817,63,45818.34,call_center,0.8322,0.7476,0.3837,0.4283,0.8499,14,17,False,0.1352,low
CUST_PREMIUM_001819,Ananya Walker,Green,a.walker@example.com,+1 (214) 410-8742,9779,d9388c0d66,"Dallas, TX",HH_SINGLE_000818,55,29187.63,in_person,0.7358,0.4498,0.5459,0.5632,0.5057,10,17,False,0.2958,medium
CUST_PREMIUM_001820,Riya Brown,Gold,r.brown@orchardmail.com,+1 (214) 447-6661,7233,0efbe0de4f,"Dallas, TX",HH_00273,42,17989.83,app,0.584,0.875,0.3596,0.562,0.6651,3,3,False,0.0451,low
CUST_PREMIUM_001821,Rei Wright,Gold,rei.wright44@orchardmail.com,+1 (646) 550-4580,2736,35a16e5d68,"London, UK",HH_00273,31,60799.42,call_center,0.2452,0.8227,0.2119,0.6209,0.5792,3,5,False,0.144,low
CUST_PREMIUM_001822,Theo Reed,Platinum,theo.reed@bluepeak.co,+1 (310) 488-2499,2016,b9bceb0c3c,"Los Angeles, CA",HH_00273,124,16855.36,web,0.184,0.5806,0.5192,0.3162,0.409,1,1,False,0.0352,low
CUST_PREMIUM_001823,Aisha Lewis,Green,lewis.aisha@northstar.org,+1 (206) 580-0418,1790,2a725c8707,"Seattle, WA",HH_SINGLE_000822,47,8180.74,call_center,0.5443,0.6476,0.2072,0.1433,0.5124,5,9,False,0.1785,low
CUST_PREMIUM_001824,Zara Lee,Platinum,zara.lee47@orchardmail.com,+1 (305) 606-8337,3356,5a23f9a9a8,"Miami, FL",HH_SINGLE_000823,187,86248.63,app,0.5201,0.3502,0.3286,0.4944,0.4886,14,22,False,0.2248,medium
CUST_PREMIUM_001825,Nathan Evans,Gold,nathan.evans48@example.com,+1 (917) 731-6256,7054,aaf4d3f8b6,"Mumbai, India",HH_SINGLE_000824,91,26033.0,web,0.57,0.6423,0.2474,0.6308,0.6677,7,8,False,0.1034,low
CUST_PREMIUM_001826,Priya Ito,Green,priya.ito@summitmail.net,+1 (404) 713-4175,6383,8bf95d321a,"Atlanta, GA",HH_SINGLE_000825,20,7474.96,app,0.6519,0.2241,0.0188,0.5943,0.1087,1,1,False,0.1533,low
CUST_PREMIUM_001827,Sara Bennett,Green,sara.bennett50@vectorlabs.co,+1 (202) 761-2094,9337,3ed3e70809,"Washington, DC",HH_SINGLE_000826,91,10427.63,web,0.0573,0.5008,0.6837,0.4089,0.536,2,4,False,0.0729,low
CUST_PREMIUM_001828,Mia Nakamura,Gold,mianakamura@harbor.example,+1 (310) 710-0013,7066,c4e3647d33,"Los Angeles, CA",HH_SINGLE_000827,96,42995.99,web,0.0145,0.9626,0.4129,0.3272,0.7238,1,3,False,0.1565,low
CUST_PREMIUM_001829,Nikhil Young,Green,nikhil.young@vectorlabs.co,+1 (212) 736-7932,4498,81ea87d409,"New York, NY",HH_SINGLE_000828,2,3196.86,app,0.6825,0.7763,0.2415,0.5606,0.4379,1,1,False,0.0519,low
CUST_PREMIUM_001830,Leo Roy,Green,leo.roy@example.com,+1 (212) 773-5851,1693,20cd14e6a9,"New York, NY",HH_00276,53,7459.4,web,0.2738,0.199,0.756,0.6008,0.2647,3,4,False,0.0375,low
CUST_PREMIUM_001831,Aisha Rossi,Green,rossi.aisha@summitmail.net,+1 (646) 220-3770,6441,f03a077421,"London, UK",HH_SINGLE_000830,18,9534.08,web,0.7721,0.3933,0.8856,0.5482,0.5102,3,5,False,0.0585,low
CUST_PREMIUM_001832,Nikhil Vance,Platinum,vance.nikhil@atlasmail.net,+1 (650) 279-1689,6988,0e1932739a,Singapore,HH_SINGLE_000831,24,355230.22,app,0.6777,0.1698,0.7605,0.9617,0.8604,8,9,False,0.0182,low
CUST_PREMIUM_001833,Nikhil Johnson,Platinum,nikhiljohnson@summitmail.net,+1 (212) 884-9608,1542,9c3f1795d6,"New York, NY",HH_SINGLE_000832,75,57605.47,app,0.1885,0.215,0.5685,0.4056,0.3423,3,6,False,0.0896,low
CUST_PREMIUM_001834,Kai Chen,Gold,kai.chen57@northstar.org,+1 (212) 221-7527,8152,f8e2a412ec,"New York, NY",HH_SINGLE_000833,92,26925.5,web,0.4029,0.8104,0.227,0.477,0.3981,14,24,True,0.5964,high
CUST_PREMIUM_001835,Noah Patel,Platinum,noahpatel@bluepeak.co,+1 (469) 423-5446,2339,8e285b2a90,"Tokyo, Japan",HH_00278,33,324301.63,app,0.7486,0.9829,0.3525,0.9787,0.9884,10,13,False,0.0847,low
CUST_PREMIUM_001836,Leo Rodriguez,Platinum,leo.rodriguez59@harbor.example,+1 (415) 328-3365,0417,84f83639de,"San Francisco, CA",HH_SINGLE_000835,54,40704.35,web,0.5546,0.4254,0.6797,0.5641,0.5102,6,12,False,0.1719,low
CUST_PREMIUM_001837,Noah Vance,Gold,noah.vance60@bluepeak.co,+1 (305) 387-1284,6839,d3098ab0cd,"Miami, FL",HH_SINGLE_000836,75,33118.94,app,0.5197,0.561,0.535,0.618,0.4482,1,1,False,0.0237,low
CUST_PREMIUM_001838,Hiro Morris,Gold,hiro.morris61@northstar.org,+1 (310) 380-9203,1049,b904a315a0,"Los Angeles, CA",HH_SINGLE_000837,91,28676.29,app,0.3724,0.4669,0.4633,0.4951,0.3138,3,6,False,0.0916,low
CUST_PREMIUM_001839,Chloe Clark,Green,clark.chloe@harbor.example,+1 (404) 494-7122,8412,1178600b87,"Atlanta, GA",HH_SINGLE_000838,174,17038.5,in_person,0.4872,0.2976,0.5888,0.2921,0.3311,3,4,False,0.085,low
CUST_PREMIUM_001840,Jack White,Gold,jack.white63@capital-demo.org,+1 (310) 454-5041,6732,9fb9ca2a43,"Los Angeles, CA",HH_SINGLE_000839,57,23022.06,in_person,0.3591,0.6215,0.6117,0.7476,0.776,3,6,False,0.0712,low
CUST_PREMIUM_001841,Elias Patel,Platinum,eliaspatel@summitmail.net,+1 (212) 480-2960,8169,1cb75aeef9,"New York, NY",HH_00280,13,49732.24,app,0.3299,0.1878,0.7334,0.4641,0.1845,5,6,True,0.0297,low
CUST_PREMIUM_001842,Meera Morgan,Gold,m.morgan@bluepeak.co,+1 (212) 517-0879,2883,d2b76f5c63,"New York, NY",HH_SINGLE_000841,47,10928.97,call_center,0.4693,0.6252,0.8773,0.6825,0.7811,1,1,False,0.037,low
CUST_PREMIUM_001843,Aditi Khan,Gold,aditi.khan66@northstar.org,+1 (206) 620-8798,4009,3f628284d5,"Seattle, WA",HH_SINGLE_000842,89,12179.38,app,0.9264,0.2742,0.9965,0.6974,0.4914,7,15,False,0.1423,low
CUST_PREMIUM_001844,Daniel White,Centurion Black,daniel.white@summitmail.net,+1 (416) 712-6717,8134,a4df4eedfe,"Toronto, Canada",HH_SINGLE_000843,66,25251.7,call_center,0.3335,0.2686,0.7549,0.5912,0.5501,6,7,False,0.0325,low
CUST_PREMIUM_001845,Leo Robinson,Platinum,leo.robinson68@summitmail.net,+1 (206) 694-4636,7874,3abdae3cff,"Seattle, WA",HH_SINGLE_000844,12,52827.97,app,0.7643,0.1593,0.4893,0.278,0.2739,1,4,False,0.0488,low
CUST_PREMIUM_001846,Noah Fernandez,Green,fernandez.noah@bluepeak.co,+1 (212) 665-2555,8323,efeaa5f8ae,"New York, NY",HH_SINGLE_000845,125,12128.09,web,0.6816,0.3838,0.1099,0.6883,0.2144,3,3,False,0.0934,low
CUST_PREMIUM_001847,Naomi Campbell,Platinum,campbell.naomi@harbor.example,+1 (415) 735-0474,2661,2f39449c6b,"San Francisco, CA",HH_SINGLE_000846,63,103464.94,call_center,0.391,0.8022,0.3654,0.3444,0.6227,6,9,False,0.1189,low
CUST_PREMIUM_001848,Eleanor Lee,Gold,e.lee@bluepeak.co,+1 (617) 816-8393,7800,82251f69ac,"Boston, MA",HH_00282,60,28541.9,call_center,0.0758,0.1664,0.2923,0.121,0.2191,10,17,False,0.2292,medium
CUST_PREMIUM_001849,Mia Chen,Gold,mia.chen72@capital-demo.org,+1 (312) 798-6312,4264,bed594082a,"Chicago, IL",HH_SINGLE_000848,29,8302.49,app,0.7373,0.5381,0.1502,0.4556,0.806,3,7,True,0.3149,medium
CUST_PREMIUM_001850,Camila Walker,Platinum,camilawalker@orchardmail.com,+1 (214) 857-4231,8482,0f97b7d0a7,"Dallas, TX",HH_SINGLE_000849,9,11485.31,web,0.0968,0.4035,0.2761,0.0678,0.5437,1,2,False,0.0668,low
CUST_PREMIUM_001851,Rafael Robinson,Gold,rafael.robinson@atlasmail.net,+1 (212) 850-2150,6412,50bab7b108,"New York, NY",HH_SINGLE_000850,41,26826.45,call_center,0.1883,0.5999,0.5843,0.6098,0.4157,1,2,False,0.1034,low
CUST_PREMIUM_001852,Elena White,Green,elena.white@harbor.example,+1 (917) 330-0069,3162,eaa1b433ee,"Mumbai, India",HH_SINGLE_000851,15,26006.51,app,0.6792,0.6474,0.4275,0.6196,0.7748,12,15,False,0.1194,low
CUST_PREMIUM_001853,Theo Carter,Gold,theo.carter@capital-demo.org,+1 (212) 224-7988,0547,3163e6a187,"New York, NY",HH_00284,59,18136.33,web,0.2221,0.8571,0.1308,0.1865,0.6127,2,5,False,0.1865,low
CUST_PREMIUM_001854,Vivian Shah,Gold,vivianshah@summitmail.net,+1 (214) 305-5907,2751,557f612c59,"Dallas, TX",HH_00284,62,16775.5,call_center,0.4998,0.6165,0.6486,0.4237,0.6782,14,24,False,0.3366,medium
CUST_PREMIUM_001855,Kai Thomas,Gold,thomas.kai@example.com,+1 (206) 364-3826,1806,65188843e5,"Seattle, WA",HH_SINGLE_000854,127,18940.42,web,0.6003,0.3076,0.0768,0.6038,0.0496,8,14,False,0.3287,medium
CUST_PREMIUM_001856,Zoe Morris,Gold,zoe.morris79@bluepeak.co,+1 (305) 390-1745,7289,9323f839b4,"Miami, FL",HH_SINGLE_000855,80,16391.69,in_person,0.6481,0.342,0.9262,0.8325,0.9537,6,9,False,0.1002,low
CUST_PREMIUM_001857,Nikhil Kumar,Platinum,nikhil.kumar@capital-demo.org,+1 (212) 372-9664,8977,a51bcbed7b,"New York, NY",HH_SINGLE_000856,13,45386.47,in_person,0.4619,0.1461,0.7483,0.4374,0.2506,4,5,False,0.0387,low
CUST_PREMIUM_001858,Elias Thompson,Gold,elias.thompson@northstar.org,+1 (212) 409-7583,4960,b83bd04b74,"New York, NY",HH_SINGLE_000857,23,15716.02,web,0.8425,0.3946,0.7492,0.6152,0.8598,7,14,False,0.2003,medium
CUST_PREMIUM_001859,Nikhil Jackson,Gold,n.jackson@capital-demo.org,+1 (212) 446-5502,1235,8cae4ff24f,"New York, NY",HH_SINGLE_000858,49,11459.17,app,0.7226,0.3693,0.4003,0.9209,0.3567,6,10,False,0.1815,low
CUST_PREMIUM_001860,Grace Chen,Green,gracechen@vectorlabs.co,+1 (312) 505-3421,9644,ae76c3419c,"Chicago, IL",HH_SINGLE_000859,44,10894.84,web,0.3646,0.5324,0.4992,0.3238,0.6449,4,4,False,0.0596,low
CUST_PREMIUM_001861,Leo Jones,Gold,leojones@northstar.org,+1 (310) 531-1340,8308,47ec0125f5,"Los Angeles, CA",HH_SINGLE_000860,94,20764.73,app,0.6373,0.422,0.802,0.7652,0.4337,5,7,False,0.0595,low
CUST_PREMIUM_001862,Layla Cooper,Platinum,l.cooper@atlasmail.net,+1 (310) 568-9259,8216,63e222a863,"Los Angeles, CA",HH_SINGLE_000861,72,56778.78,app,0.8028,0.2945,0.7308,0.5128,0.6732,3,4,False,0.0149,low
CUST_PREMIUM_001863,Miguel Moore,Platinum,miguelmoore@orchardmail.com,+1 (312) 616-7178,2912,1a539745e0,"Chicago, IL",HH_SINGLE_000862,107,36131.56,app,0.371,0.1675,0.8296,0.3066,0.6462,4,5,False,0.0162,low
CUST_PREMIUM_001864,Meera Sterling,Gold,meera.sterling@capital-demo.org,+1 (469) 796-5097,8073,62868498f8,"Tokyo, Japan",HH_SINGLE_000863,144,12247.37,call_center,0.5812,0.217,0.6451,0.5325,0.5515,2,4,False,0.0536,low
CUST_PREMIUM_001865,Nathan Sato,Gold,nathan.sato@capital-demo.org,+1 (212) 668-3016,5599,5eb3df5a91,"New York, NY",HH_SINGLE_000864,147,14629.78,in_person,0.9083,0.4981,0.6164,0.4148,0.5146,8,13,False,0.1478,low
CUST_PREMIUM_001866,Priya Adams,Green,priyaadams@harbor.example,+1 (416) 826-0935,7441,67088993bc,"Toronto, Canada",HH_SINGLE_000865,25,9547.08,call_center,0.3538,0.5023,0.3529,0.1001,0.6648,3,5,False,0.1299,low
